words,tags,length
"336,647,3130,3015,3427,444,3278,2460,2468,3820,3130,2135,2594,3419,2930,1772,3019,3072,2135,656,3715,372,2736,740,2138,3812,3715,3864,2736,549,509,1772,264,2498,2138,3812,3715,2805,2736,3015,2891,2498,2138,3812,3715,1859,2736,444,3039,2821,84,2891,1798,2050,3130,2926,2891,2607,1772,3019,2587,3715,1599,3174,2468,1209,444,3820,2891,3130,2135,2594,437,2827,1772,3019,1951,3278,2163,2926,2891,1772,3019,895,3501,2891,3278,2620,1257,1184,1132,444,2274,84,2587,2468,1209,2594,437,3501,2891,1772,3019,1951,3278,2620,1133,0,1479,0,1587,1402,3385,3812,3440,3929,2891,3278,2620,1133,0,1244,0,1587,1402,3385,3278,946,3733,2930,627,3440,2891,3287,656,3715,372,2736,2963,264,549,895,1257,1824,2468,2891,3238,3896,3812,3715,3864,2736,549,3539,461,3278,1401,2468,731,1257,2143,426,3812,3715,2805,2736,2271,1401,2468,731,1257,1067,3238,2587,3715,3825,3385,3355,3170,2891,3278,2468,1133,1798,444,869,2926,293,2470,1951,0,3930,0,1587,293,3812,399,1257,2135,2891,3278,1812,389,3130,1641,3278,3665,3748,3015,3066,2345,2891,1759,2587,3825,3385,895,3355,3170,2891,3278,2468,2992,1402,3385,1529,0,2805,0,3493,3904,444,678,3393,293,1077,3278,2448,71,2551,2587,3715,2468,1133,1209,3130,2135,2594,437,2926,1772,3019,1529,0,1992,0,1587,3278,3825,293,2891,10,731,1848,2891,3278,2620,956,389,3773,534,1772,3019,3486,1848,2891,10,2587,1519,1848,1983,293,2891,10,1951,3278,2468,2620,1225,2035,956,389,2891,3130,10,3278,389,2659,2891,3811,2587,3715,1114,3174,549,264,3015,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",329
"3283,2891,549,264,3015,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",26
"549,3174,3015,264,2607,3244,2050,3130,2891,544,2460,373,1870,1586,293,2891,2071,2118,3887,3864,3232,2587,3403,132,264,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",33
"3015,2460,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715,984,714,969,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0",29
"3300,3174,549,3167,3015,132,2104,3151,1951,3278,3665,1257,1132,373,1870,2587,1099,2029,2891,3072,2523,444,1412,2594,3278,2448,2460,373,1870,3531,373,1379,2417,2113,2891,1772,3419,1210,2587,3715,1099,2029,3072,2808,656,3715,1906,3174,3300,2891,509,1772,1798,3590,3812,3715,683,3174,373,1870,3419,3300,756,2891,3733,1342,2891,555,3189,2856,3773,373,1379,2417,987,2259,1067,3189,2448,3077,2891,3300,555,1646,2207,3812,3715,355,3174,2838,3077,2891,3300,344,3174,1105,3174,3894,924,2066,3292,121,1554,1015,865,1294,3812,3715,28,3174,3300,3501,2891,56,1193,2746,3325,285,2157,2927,3419,2176,2149,3812,3715,1599,3174,1934,3300,2065,3278,1397,84,1604,1648,884,1639,2891,2862,3174,1588,264,2607,1055,2856,3077,2891,3300,2065,1772,3812,3715,1114,3174,3039,2821,84,2891,1798,3166,2104,2891,3264,3174,3835,1015,2926,2891,2607,1772,3419,1210,2587,3715,1812,2926,484,3174,3868,895,231,1641,3278,373,1870,2620,1736,1067,3676,3189,2891,1471,3278,3557,529,2620,336,373,1870,1091,2587,3715,444,1487,1870,1586,1099,2029,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",225
"372,3174,549,2891,509,3848,1772,1798,3590,3812,3715,3864,3174,3015,3167,549,2891,3117,2891,3590,3812,3715,2805,3174,1604,1648,884,1639,2891,2862,3174,1588,264,2607,1055,2856,3077,2891,549,2065,1772,3812,3715,1859,3174,533,549,3887,2731,2065,3278,1397,84,1135,3077,264,3512,2891,2522,3044,961,3812,3715,1479,3174,740,3812,3715,168,3174,3039,2821,84,2891,1798,3166,2104,2891,3264,3174,3835,1015,2926,2891,1772,3419,1210,2587,3715,533,549,1133,2731,2065,1951,343,3792,3278,3551,3015,3167,549,2891,3117,1983,1133,132,549,3792,1951,3698,394,3278,1487,1870,1363,2832,2035,2050,2891,3551,2587,3715,683,3174,3503,3130,3174,796,2081,3130,3174,504,3068,3130,3174,3616,2602,3130,2891,3072,2808,372,3174,549,2891,509,1772,1798,3590,3812,3715,3864,3174,2838,3077,2891,549,344,3174,1105,3174,3894,924,2066,3292,121,1554,1015,865,1294,3812,3715,2805,3174,549,3501,2891,56,1193,2746,3325,285,2157,2927,3419,2176,2149,3812,3715,1859,3174,3039,2821,84,2891,1798,3166,2104,2891,3264,3174,3835,1015,2926,2891,1772,3419,1210,2587,3715,3015,3167,549,2891,3117,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",237
"898,382,2891,2607,2773,2891,549,3167,3015,3278,1487,1870,1586,3748,3167,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715,898,2891,549,3167,3015,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",59
"898,382,2891,2607,2773,2891,549,3167,3015,3278,2460,2468,1586,3748,3167,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715,898,2891,549,3167,3015,2460,2468,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",59
"1133,3072,2390,3130,1946,3278,444,1397,1412,3130,2135,2594,3278,2448,84,2930,1772,3419,1210,656,3715,372,2736,740,2138,264,3288,3812,3715,3864,2736,549,2891,2582,2498,3812,3715,2805,2736,336,2263,2856,264,2607,3733,1342,2891,2863,3189,2856,3077,2891,549,2390,1772,3812,3715,1859,2736,3015,3039,2821,84,2891,1798,3166,2104,2891,3264,3174,3835,1015,1055,2891,2607,1772,3174,1210,2587,3715,1934,3916,3130,3072,2891,1002,3887,875,3278,940,1983,1842,84,2775,2386,3174,875,2582,2498,1015,1294,2587,3715,444,3820,2891,1772,3419,1210,895,3501,2891,3278,373,1870,2620,1257,1184,1132,2144,2274,84,2891,2926,1772,3419,1210,2587,3715,28,3174,373,1870,1133,1209,3130,2135,2594,437,2417,943,2891,1772,3419,1210,1951,3278,2620,1133,3580,3814,1402,3385,3812,3715,3440,3929,2891,3278,1133,3698,394,1402,3385,2587,3825,3355,3170,2891,3278,373,1870,1133,1798,3015,869,293,2891,2470,1951,2904,394,3278,2351,293,1391,2587,3715,373,1870,399,1257,2351,3030,1486,1391,2891,3278,1812,389,3130,1641,3278,3665,3748,3015,3066,2345,2891,1759,2587,3715,3825,895,3355,3170,2891,3278,373,1870,2992,1402,3385,1529,1428,3904,3015,678,3393,293,1077,2448,71,2551,2587,3715,373,1870,1133,1209,3130,2135,2594,437,2926,1772,3419,1210,1529,1153,394,3278,3825,293,2891,10,731,1848,2891,3278,3773,534,1772,3419,1210,3486,1848,2891,10,956,389,3812,373,1870,1519,1848,293,2891,10,1951,3278,2620,389,2659,2891,3811,2587,3715,1599,3174,3015,1487,1870,1586,2135,2725,3130,3174,647,3130,3174,3551,2891,2071,2118,3887,290,3278,1586,2135,2390,3130,2891,2071,2118,3887,1089,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",329
"549,264,3015,2460,2468,3072,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",27
"3015,924,2066,3244,2050,3130,2891,544,2460,2468,1586,293,2891,2071,2118,3887,1479,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",30
"898,382,2891,2607,2773,2891,549,3167,3015,3278,2460,2468,1586,3748,3167,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715,898,2891,549,3167,3015,2460,2468,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",59
"3015,2460,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",25
"444,2460,1278,905,3072,293,2891,2071,2118,3887,0,3864,0,3232,3278,3403,132,264,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",26
"3015,2460,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715,2746,3773,1422,795,390,727,2457,437,3218,1486,2927,2104,656,2723,3283,943,2891,3170,571,394,2891,2507,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",49
"1471,2514,2468,3072,293,2891,2071,2118,3887,0,3864,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",25
"3015,1487,1870,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",25
"3015,924,2066,3244,2050,3130,2891,544,2460,2468,3072,293,2891,2071,2118,3887,290,3278,3403,132,264,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",29
"3015,1487,1870,1586,293,2891,2071,2118,3887,1479,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",23
"1906,3174,3130,3072,1946,3278,336,3015,3427,444,3278,1412,3130,2135,2594,3278,2448,84,3283,2187,1960,2964,2891,3130,3072,3039,2144,1772,3419,1210,2587,3715,2827,1772,3419,1210,895,3501,2891,3278,373,1870,2620,1257,1184,1132,444,2274,84,2926,1772,3419,1210,2587,3715,683,3174,373,1870,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1951,3278,2620,1257,1402,3385,3812,3440,3929,2891,3278,2620,1133,3698,394,1402,3385,3278,946,3283,3550,943,2891,3287,2587,1369,3385,1951,1848,3355,3170,2891,3278,373,1870,1133,1798,444,869,293,2891,2470,1951,2904,394,3278,2351,293,2891,1391,3812,895,3355,3170,2891,3278,373,1870,2620,2992,1402,3385,1529,1428,3904,444,678,3393,293,1077,3278,2448,71,2551,2587,3715,373,1870,2992,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1529,1153,394,3278,3825,3355,3170,1336,293,2891,10,731,1848,2891,3278,3773,534,1772,3419,1210,3278,2699,3486,1848,2891,10,956,389,3278,373,1870,1519,1848,293,2891,10,1951,3278,389,2659,2891,3811,2587,3715,355,3174,898,382,2891,2607,2773,2891,444,3278,1487,1870,1586,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,898,2891,444,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",258
"1906,3174,3130,3072,1946,3278,336,3015,3427,444,3278,1412,3130,2135,2594,3278,2448,84,3283,2187,1960,2964,2891,3130,3072,3039,2144,1772,3419,1210,2587,3715,2827,1772,3419,1210,895,3501,2891,3278,373,1870,2620,1257,1184,1132,444,2274,84,2926,1772,3419,1210,2587,3715,683,3174,373,1870,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1951,3278,2620,1257,1402,3385,3812,3440,3929,2891,3278,2620,1133,3698,394,1402,3385,3278,946,3283,3550,943,2891,3287,2587,1369,3385,1951,1848,3355,3170,2891,3278,373,1870,1133,1798,444,869,293,2891,2470,1951,2904,394,3278,2351,293,2891,1391,3812,895,3355,3170,2891,3278,373,1870,2620,2992,1402,3385,1529,1428,3904,444,678,3393,293,1077,3278,2448,71,2551,2587,3715,373,1870,2992,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1529,1153,394,3278,3825,3355,3170,1336,293,2891,10,731,1848,2891,3278,3773,534,1772,3419,1210,3278,2699,3486,1848,2891,10,956,389,3278,373,1870,1519,1848,293,2891,10,1951,3278,389,2659,2891,3811,2587,3715,355,3174,898,2891,444,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,898,382,2891,2607,2773,2891,444,3278,1487,1870,1586,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",258
"3015,1487,1870,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",25
"1906,3174,3130,3072,1946,3278,336,3015,3427,444,3278,1412,3130,2135,2594,3278,2448,84,3283,2187,1960,2964,2891,3130,3072,3039,2144,1772,3419,1210,2587,3715,2827,1772,3419,1210,895,3501,2891,3278,373,1870,2620,1257,1184,1132,444,2274,84,2926,1772,3419,1210,2587,3715,683,3174,373,1870,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1951,3278,2620,1257,1402,3385,3812,3440,3929,2891,3278,2620,1133,3698,394,1402,3385,3278,946,3283,3550,943,2891,3287,2587,1369,3385,1951,1848,3355,3170,2891,3278,373,1870,1133,1798,444,869,293,2891,2470,1951,2904,394,3278,2351,293,2891,1391,3812,895,3355,3170,2891,3278,373,1870,2620,2992,1402,3385,1529,1428,3904,444,678,3393,293,1077,3278,2448,71,2551,2587,3715,373,1870,2992,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1529,1153,394,3278,3825,3355,3170,1336,293,2891,10,731,1848,2891,3278,3773,534,1772,3419,1210,3278,2699,3486,1848,2891,10,956,389,3278,373,1870,1519,1848,293,2891,10,1951,3278,389,2659,2891,3811,2587,3715,355,3174,898,2891,444,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,898,382,2891,2607,2773,2891,444,3278,1487,1870,1586,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",258
"372,3174,549,2891,509,1772,1798,3590,3812,3715,3864,3174,2838,3077,2891,549,344,3174,1105,3174,3894,924,2066,3292,121,1554,1015,865,1294,3812,3715,2805,3174,549,3501,2891,56,1193,2746,3325,285,2157,2927,3419,2176,2149,3812,3715,1859,3174,3039,2821,84,2891,1798,3166,2104,2891,3264,3174,3835,1015,2926,2891,1772,3419,1210,2587,3715,3015,3167,549,2891,3117,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",95
"1906,3174,3130,3072,1946,3278,336,3015,3427,444,3278,1412,3130,2135,2594,3278,2448,84,3283,2187,1960,2964,2891,3130,3072,3039,2144,1772,3419,1210,2587,3715,2827,1772,3419,1210,895,3501,2891,3278,373,1870,2620,1257,1184,1132,444,2274,84,2926,1772,3419,1210,2587,3715,683,3174,373,1870,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1951,3278,2620,1257,1402,3385,3812,3440,3929,2891,3278,2620,1133,3698,394,1402,3385,3278,946,3283,3550,943,2891,3287,2587,1369,3385,1951,1848,3355,3170,2891,3278,373,1870,1133,1798,444,869,293,2891,2470,1951,2904,394,3278,2351,293,2891,1391,3812,895,3355,3170,2891,3278,373,1870,2620,2992,1402,3385,1529,1428,3904,444,678,3393,293,1077,3278,2448,71,2551,2587,3715,373,1870,2992,1209,444,2891,3130,2135,2594,437,2827,1772,3419,1210,1529,1153,394,3278,3825,3355,3170,1336,293,2891,10,731,1848,2891,3278,3773,534,1772,3419,1210,3278,2699,3486,1848,2891,10,956,389,3278,373,1870,1519,1848,293,2891,10,1951,3278,389,2659,2891,3811,2587,3715,355,3174,898,2891,444,1487,1870,1586,293,2891,2071,2118,3887,290,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,898,382,2891,2607,2773,2891,444,3278,1487,1870,1586,293,2891,2071,2118,3887,680,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",258
"3283,2891,479,1471,2514,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,264,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",28
"549,3174,3130,3015,264,2607,3244,2050,3130,2891,544,2460,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",35
"3015,2460,2468,1586,293,2891,2071,2118,3887,0,1479,0,3232,3278,3403,132,3167,3665,132,2104,3151,1529,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0",25
